"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"isoform"	"associated_gene"
2.78865879173927	1.55698741072242	35.7432133440995	8.57515614193421e-05	0.0475780479721895	"PB.13239.54"	"ENSMUSG00000000740.13"
2.27770262532371	1.76706109183092	24.3514398597793	0.000427943330110015	0.107773430358451	"PB.13239.48"	"ENSMUSG00000000740.13"
-3.59030954774115	0.497087748198813	23.5361258258168	0.00029868297080284	0.088891715832209	"PB.16997.659"	"ENSMUSG00000005204.13"
-2.3007620200046	1.07338537581771	23.0484754897123	0.000527096503661886	0.120366130525928	"PB.16997.662"	"ENSMUSG00000005204.13"
-2.42345375018601	1.38331041716392	21.898421700942	0.000647026360518038	0.134360131864417	"PB.16997.626"	"ENSMUSG00000005204.13"
-1.99799674399834	0.803393119083331	17.1620926792579	0.00157619818957838	0.227983745877123	"PB.16997.628"	"ENSMUSG00000005204.13"
1.56524966113423	5.62939558647941	27.6006935724424	0.000254216334945969	0.0816931669299899	"PB.17597.27"	"ENSMUSG00000006057.17"
1.47531578830908	3.21207080703258	19.1721430927975	0.0010532691284525	0.180824759357869	"PB.17597.49"	"ENSMUSG00000006057.17"
2.01252548484977	2.18714116155378	28.326136302227	0.000230481654260029	0.0757804472402454	"PB.10158.48"	"ENSMUSG00000006333.15"
2.68521683635147	1.22099799559989	24.9167878026764	0.000379282680682481	0.101264198118004	"PB.10158.61"	"ENSMUSG00000006333.15"
2.05911407715442	5.08952326089445	51.9466311623866	1.56194953195131e-05	0.0274048008739417	"PB.14007.1"	"ENSMUSG00000007892.9"
2.92262215025049	1.84390623869512	40.9786553725249	4.73157548628439e-05	0.036525191245699	"PB.14007.7"	"ENSMUSG00000007892.9"
3.1938939821872	0.739848869772119	27.4919205411672	0.000199859491331285	0.0713257347480229	"PB.14007.8"	"ENSMUSG00000007892.9"
2.14517385962952	1.19216542585223	22.7246185263688	0.000559229989376145	0.125226827846595	"PB.14007.6"	"ENSMUSG00000007892.9"
1.5396874096369	6.80685315567486	37.6617474210903	6.75544638183676e-05	0.0428361648742558	"PB.24138.1"	"ENSMUSG00000008668.16"
