"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"isoform"	"associated_gene"
2.63004287973676	4.73842234411042	99.6481882322661	6.42359483774151e-07	0.0231530564797417	"PB.21599.4"	"ENSMUSG00000041841.9"
2.64552176477765	3.56827522436814	94.3273753112522	8.51806600211328e-07	0.0231530564797417	"PB.9626.46"	"ENSMUSG00000013736.17"
8.8225522311943	2.21930859436267	129.790568299101	9.78036433056297e-07	0.0231530564797417	"PB.24052.86"	"ENSMUSG00000061613.14"
2.30231149993952	4.4144621928187	76.9739464178443	2.34607035956503e-06	0.0272113943520394	"PB.20180.20"	"ENSMUSG00000017778.15"
5.36666219457587	1.52498975999658	55.966944990293	2.54037633142149e-06	0.0272113943520394	"PB.17614.91"	"ENSMUSG00000018669.15"
2.06132585001886	7.64787554922956	70.1189859702437	3.70894547101132e-06	0.0272113943520394	"PB.2313.1"	"ENSMUSG00000062997.7"
2.60658415263995	3.66296351420568	68.9769889150557	4.03250655468456e-06	0.0272113943520394	"PB.7848.20"	"ENSMUSG00000050856.17"
2.80299529491415	2.60365449048707	67.3176022234228	4.62750882272923e-06	0.0272113943520394	"PB.27490.85"	"ENSMUSG00000064339.1"
2.24224790427714	4.12319808175806	66.1691706527594	4.92568859596666e-06	0.0272113943520394	"PB.11107.2"	"ENSMUSG00000061787.16"
2.69432979806191	2.64570229368163	65.3562272660492	5.32077337966986e-06	0.0272113943520394	"PB.14449.4"	"ENSMUSG00000035048.14"
2.40980736340336	3.53094485471479	64.3280689978578	5.65858661244547e-06	0.0272113943520394	"PB.24286.368"	"ENSMUSG00000119584.1"
2.22196211580163	4.50489473852269	62.9567120402633	6.26391077028668e-06	0.0272113943520394	"PB.5007.20"	"ENSMUSG00000062006.13"
2.31912053283722	2.94486262223868	62.3668739467854	6.59581002580427e-06	0.0272113943520394	"PB.12814.3"	"ENSMUSG00000031765.9"
3.03430712033605	2.88349763728279	61.4454462813392	7.16923571536705e-06	0.0272113943520394	"PB.18006.1"	"ENSMUSG00000057322.13"
2.77179076285922	4.22751113847157	60.5402061801432	7.56884990505454e-06	0.0272113943520394	"PB.18696.17"	"ENSMUSG00000034892.9"
2.20379724123545	5.44793845991555	60.389448351805	7.6487315031743e-06	0.0272113943520394	"PB.16163.1"	"ENSMUSG00000025362.7"
1.95560449564365	5.87579213650225	60.0085600241941	7.88350692761193e-06	0.0272113943520394	"PB.6434.8"	"ENSMUSG00000054428.13"
2.12054432321306	3.79033813500679	59.7762304218826	8.04236415737552e-06	0.0272113943520394	"PB.15572.22"	"ENSMUSG00000020163.13"
2.84138020130549	2.29443446865897	58.7141381712279	9.00373852468873e-06	0.0272113943520394	"PB.25369.4"	"ENSMUSG00000091957.6"
2.9424674338991	1.88806691021049	58.4240661722444	9.20145932785121e-06	0.0272113943520394	"PB.7990.76"	"ENSMUSG00000067274.11"
2.6149876277941	4.26704427743315	57.2463680370348	9.88354296990364e-06	0.0272113943520394	"PB.4108.7"	"ENSMUSG00000037152.12"
2.57696572110033	2.03402777129156	57.5209092604264	9.93631510526791e-06	0.0272113943520394	"PB.17009.7"	"ENSMUSG00000070394.11"
2.15127405102775	4.2037215508249	56.9052271646233	1.01643140577031e-05	0.0272113943520394	"PB.22386.1"	"ENSMUSG00000067870.6"
1.92761540008367	3.84706096397303	56.4671798284777	1.05468836282618e-05	0.0272113943520394	"PB.8242.2"	"ENSMUSG00000060419.9"
2.16653047930284	4.62685070202809	56.4135464191459	1.05881789225145e-05	0.0272113943520394	"PB.27228.6"	"ENSMUSG00000079435.10"
2.34540201295272	4.2382675773238	55.753291190974	1.12015732397936e-05	0.0272113943520394	"PB.25754.219"	"ENSMUSG00000092341.6"
