"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"isoform"	"associated_gene"	"associated_transcript"
2.63004287973676	4.73842234411042	99.6481882322661	6.42359483774151e-07	0.0231530564797417	"PB.21599.4"	"ENSMUSG00000041841.9"	"ENSMUST00000045356.9"
2.64552176477765	3.56827522436814	94.3273753112522	8.51806600211328e-07	0.0231530564797417	"PB.9626.46"	"ENSMUSG00000013736.17"	"novel"
8.8225522311943	2.21930859436267	129.790568299101	9.78036433056297e-07	0.0231530564797417	"PB.24052.86"	"ENSMUSG00000061613.14"	"novel"
2.30231149993952	4.4144621928187	76.9739464178443	2.34607035956503e-06	0.0272113943520394	"PB.20180.20"	"ENSMUSG00000017778.15"	"ENSMUST00000131011.2"
5.36666219457587	1.52498975999658	55.966944990293	2.54037633142149e-06	0.0272113943520394	"PB.17614.91"	"ENSMUSG00000018669.15"	"novel"
2.06132585001886	7.64787554922956	70.1189859702437	3.70894547101132e-06	0.0272113943520394	"PB.2313.1"	"ENSMUSG00000062997.7"	"ENSMUST00000080861.6"
2.60658415263995	3.66296351420568	68.9769889150557	4.03250655468456e-06	0.0272113943520394	"PB.7848.20"	"ENSMUSG00000050856.17"	"ENSMUST00000049628.16"
2.80299529491415	2.60365449048707	67.3176022234228	4.62750882272923e-06	0.0272113943520394	"PB.27490.85"	"ENSMUSG00000064339.1"	"ENSMUST00000082390.1"
2.24224790427714	4.12319808175806	66.1691706527594	4.92568859596666e-06	0.0272113943520394	"PB.11107.2"	"ENSMUSG00000061787.16"	"ENSMUST00000080813.5"
2.69432979806191	2.64570229368163	65.3562272660492	5.32077337966986e-06	0.0272113943520394	"PB.14449.4"	"ENSMUSG00000035048.14"	"ENSMUST00000190279.7"
2.40980736340336	3.53094485471479	64.3280689978578	5.65858661244547e-06	0.0272113943520394	"PB.24286.368"	"ENSMUSG00000119584.1"	"ENSMUST00000240377.1"
2.22196211580163	4.50489473852269	62.9567120402633	6.26391077028668e-06	0.0272113943520394	"PB.5007.20"	"ENSMUSG00000062006.13"	"ENSMUST00000079085.11"
